project,pull_number,pull_type,id,text,classification,indicator
zookeeper,924,review,299043313,Unused default constructor.,code_debt,dead_code
phoenix,516,review,292095594,Do you mean I should remove the `addPKColumns` variable and change the if statement to something like the following:,code_debt,low_quality_code
hadoop,802,review,291163702,nit: stick at the top (line 20) with the gab above the org.apache stuff. We can at least try to not make import ordering worse,code_debt,low_quality_code
beam,10455,review,362682454,Is it possible to reverse this (`SqlTypeFamily.BINARY.equals(family)`)? That is the preferred style and also eliminates the need for a null check.,code_debt,low_quality_code
spark,5760,review,29388845,"OK, yeah I see that in the docs, though it's not set up that way in CDH (at least, maybe my installation never needed to configure that file a certain way, dunno). It seems bad to silently ignore unreadable files, so at least log it maybe? then... should it be a warning? because it sounds like there's one file that could reasonably be expected to be unreadable. Do we special case it and warn on anything else? fail on anything else?  i'd rather tighten this up in some way from doing this silently.",code_debt,low_quality_code
storm,215,review,15836939,"We should remove Config.UI_ACTIONS_ENABLED, or at least deprecate it.",code_debt,dead_code
openwhisk,1071,review,75486973,"As noted in personal discussion:
I found it hard to grasp the code because we use `Unit` returning functions which resolve a `Promise` at some point. This reads like it blocks the code until the result is there (which makes no sense at this point).
I'ld prefer to use `Future` composition if possible so it becomes more apparent that this is in fact returning a Future which is resolved as soon as the ack-message is there.",code_debt,low_quality_code
dubbo,3162,review,245860102,"Personally think that this place is worth discussing. Most of the exceptions have been handled in connect and disconnect, and there is a log. I think the log here can be removed.",code_debt,low_quality_code
spark,15627,review,85951050,"If we can cleanup the variables names above I think it would help a lot, the test is confusing.  I know you just copy and pasted but would be nice to clean up.
Also can we have 3 tests or 3 asserts,  
- one for same file in --files
- one for same file in --archives
- one for same file in --files and --archives",code_debt,low_quality_code
spark,204,review,11469526,"Very minor - but I'm guessing the first error condition will happen way more often than the second - and getting a message that says it's ""invalid"" is a lot less clear than just saying it doesn't exist. What about breaking these out and including more specific error messages in either case? Also it might be nice to print the value of `fileSystem` in the error message, so it knows what filesystem we inferred the path to be from.",code_debt,low_quality_code
attic-apex-core,479,review,108591304,"This method doesn't always create a new DeployRequest - can we name it appropriately? Say ""addOrModifyDeployRequest"" or ""getDeployRequestForContainerId"". By the way, would it be an error in some cases to find an existing DeployRequest for a given containerId? For example when you are calling this from StreamingContainerManager.scheduleContainerRestart(), wouldn't it be an error to find an existing request? If true, we should add code to detect such errors. The caller passes a parameter to indicate that only new request is expected to be created and so on...",code_debt,low_quality_code
spark,1222,review,15478958,"We shouldn't remove this... This is intended to be a general purpose class for logging that handles compression and buffering and other logic. I notice that you replaced this with PrintWriter elsewhere. Even with the new naming scheme you can still use this class for event logging, and it will simplify `EventLoggingListener` a bunch.",code_debt,low_quality_code
kafka,6536,review,275588869,"Well, my point is, that the check can be simplified. I don't think that `record.headers() == null` can be true; it's guaranteed that there is a headers object.
Not sure if we can simplify the second check. It iterators over the headers map and does String comparison to find a header with key `v` -- seems to be rather heavy.",code_debt,complex_code
flink,1640,review,52993965,"I think you can create the callback once in the open method and then pass the instance to all async calls.
This way, you save a lot of instance creations",code_debt,low_quality_code
beam,5028,review,181501125,"yes, if max input is sys.maxint, then we will get 57. I increase bucket size by 1 just for safe purpose, maybe unnecessary. But I don't think one more bucket per counter will cost too many memory.",code_debt,low_quality_code
spark,20787,review,175982564,"Hm, this should have been caught by Scala linter because we follow Java style comment. See ""Code documentation style"" in http://spark.apache.org/contributing.html",code_debt,low_quality_code
flink,6236,review,241972720,Format the code to be consistent with old functions,code_debt,low_quality_code
calcite,2369,review,593096896,"Makes sense. I removed these assertions completely, as they are unrelated to the fix. Also added comments to the tests.",code_debt,low_quality_code
spark,10993,review,51332430,"AFAICT, this is never used, so I removed it.",code_debt,dead_code
flink,14839,review,586411292,Why `rethrow` as `RuntimeException`?,code_debt,low_quality_code
cloudstack,768,review,39469736,Why are deprecated methods being used?,code_debt,low_quality_code
drill,1251,review,187210052,I just removed this detail since we are saying these libraries are deprecated and we no longer want to use them.,code_debt,dead_code
spark,4690,review,25098634,"I think we can back that out if there's any question to keep this limited. @JoshRosen Yes that's where we ended up again, now that it's clear that there are several ways and several places this can happen. It's easiest just to ignore the exception.",code_debt,low_quality_code
kafka,2320,review,94887536,"I thought about it before, but it is a bit tricky to do since it could be dynamic based on which class the `toString` function is triggered first.  Let me think about it more and see if I can come with a clean solution.",code_debt,low_quality_code
beam,8270,review,274875921,Seems it'd be worth factoring this out into a context (including the expansion service jar test above).,code_debt,low_quality_code
airflow,2372,review,140193220,This is redundant.,code_debt,complex_code
spark,23747,review,269640058,Nit: Redundant conversion,code_debt,complex_code
cloudstack,1578,review,77754965,"Per our coding standards, please wrap all `if` blocks in curly braces.",code_debt,low_quality_code
spark,15237,review,90548133,"this seems a little more complicated than is really necessary for the what you're doing here.  couldn't you achieve the same thing by leaving the original code and changing the one line above the original to:
not exactly the same -- it also allows whitespace around the scheduling mode, but maybe a good thing?",code_debt,complex_code
incubator-mxnet,15277,review,296085060,nit: add this blank line back in.,code_debt,low_quality_code
ozone,1233,review,482676002,"need space before ""+""",code_debt,low_quality_code
carbondata,1321,review,138830621,"`null != sortScope` can be removed, it is checked inside `CarbonUtil.isValidSortOption`",code_debt,complex_code
openwhisk,4870,review,399976882,"I'd think we explicitly do not want to have the prewarm pool survive, if other actions would benefit from using that space. After all, it's a performance optimization, not a guarantee.
Wouldn't this also be plumbed into the controller for it to not send requests down a path where they might not get executed?
I think this warrants a dev-list discussion 🤔",code_debt,slow_algorithm
spark,5355,review,28042923,`np.uint64` -> `np.int32` (to be consistent with Scala implementation),code_debt,low_quality_code
trafficcontrol,3601,review,297263939,"maybe just add a ""finally"" instead of a ""then""?",code_debt,low_quality_code
jena,337,review,159239355,"Doing just one operation for fluent seems inconsistent. `Context` manipulation isn't (shouldn't) be that common an operation.
See also the quite recent `Context.mergeCopy`.",code_debt,low_quality_code
airflow,11132,review,495856534,"Yea default values can be hardcoded.
And also agree that showing a precise message for the used config will be better",code_debt,low_quality_code
iceberg,1793,review,553700047,Same with these other methods. Should these be primitives?,code_debt,low_quality_code
trafodion,1036,review,109077021,Would this change be needed if we touch the package name in T2 source to include apache ? Should we change the package name (org.apache.trafodion...) in the source and the file layout  to make it consistent ?,code_debt,low_quality_code
spark,1484,review,23672440,It might be easier to read if we use multiple lines:,code_debt,low_quality_code
spark,28952,review,447482241,"let's put `10` as a parameter, to make this method a bit more general.",code_debt,low_quality_code
spark,4588,review,26089697,super nit: order. swap with import above.,code_debt,low_quality_code
arrow,5451,review,329113827,"This is ""bad"", according to the tidyverse style guide, which I believed we were trying to follow: https://style.tidyverse.org/functions.html#long-lines-1
I can get used to whatever style conventions we decide, just want to make sure we're in agreement.",code_debt,low_quality_code
druid,50,review,2541441," Also, there's no need for the String.format(), preconditions will do %s interpolation for you (I realize the String.format()was there before, but let's take this chance to get rid of it).",code_debt,low_quality_code
flink,12042,review,422441179,"in fact, the table qualified name may be long. in addition, we may need to add catalog name and database name to distinguish between tables with the same name.",code_debt,low_quality_code
flink,12268,review,430016877,"hmm, not sure. Maybe this happens because the JVM writes that to the STDERR. That's annoying :/
This is probably fine then; I was initially worried we might get so long filenames that you wouldn't be able to extract the logs on Windows.",code_debt,low_quality_code
spark,6959,review,33198256,"AFAIK we don't have a style guide for Java code, but I think we should put spaces after the casts.",code_debt,low_quality_code
kafka,2405,review,97622033,Feels like this collection is redundant. You can get the name from `InternalTopicConfig` perhaps?,code_debt,complex_code
spark,27612,review,380444937,"~nit. If possible, can we have additional test statements for `minute` and `second` together below line 743 to make it sure?~
Never mind. I missed the other PR which landed already on `branch-2.4`.",code_debt,low_quality_code
kafka,1791,review,80134212,Rather than using `!muted` I think it would be much clearer to alias this to a boolean that is named: `guaranteeExpirationOrder` similar to the `guaranteeMessageOrder` boolean in `Sender`,code_debt,low_quality_code
spark,25626,review,320095359,"nit: we can use multiline string, e.g.",code_debt,low_quality_code
spark,15009,review,84790527,You can simplify all this by doing:,code_debt,complex_code
spark,25811,review,324969028,I've just renamed this as it made me confused - I imagined DB as LevelDB but there's separate suite for LevelDB. KVStore sounds better to me.,code_debt,low_quality_code
cloudstack,2578,review,225156473,"This message looks a little bit misleading, or am I mistaken?",code_debt,low_quality_code
spark,29992,review,504358081,Quick question: can we avoid catching `NullPointerException`? It's a bit odd that we catch `NullPointerException`. We could just switch to if-else I guess.,code_debt,low_quality_code
storm,2911,review,283128941,Unnecessary whitespace,code_debt,low_quality_code
kafka,6521,review,273258127,"Could you add a check to verify that the returned iterator is empty. Something along the lines of `assertThat(iterator.hasNext(), is(false))`?
Could you also add a test for a range query where the start key is equal to the end key? Such a unit test ensures correct behaviour for this special case.    
nit: I would rename the test to `shouldReturnEmptyIteratorForRangeQueryWithInvalidKeyRange`. Correct me, if I am wrong, but I think the empty iterator and the invalid key range are the points here, not the negative starting key. I would even change the range from (-1, 1) to (5, 3). It took me a bit to understand why (-1, 1) is an invalid range. 
These comments apply also to the unit tests below.",code_debt,low_quality_code
apisix-dashboard,979,review,543388564,hard code is not a good way,code_debt,low_quality_code
iceberg,933,review,411434730,I think it makes sense to reuse the definition.,code_debt,low_quality_code
drill,996,review,146815141,Could you please factor out this logic in a separate method?,code_debt,low_quality_code
nifi,914,review,75858615,"Might be able to create a utility method in the abstract class like `byte[] getRow(String row, String encoding)` since it looks PutHBaseCell and PutHBaseJson both need the same logic",code_debt,low_quality_code
druid,3928,review,106563776,"formatting, new lines would be easier to read",code_debt,low_quality_code
flink,11047,review,379996777,Can we introduce a `TableSinkFactoryContextImpl` class to reduce so many anonymous classes?,code_debt,low_quality_code
incubator-mxnet,13549,review,246983078,indent.,code_debt,low_quality_code
spark,15009,review,106230108,nit: move to previous line,code_debt,low_quality_code
flink,7123,review,236347738,missing space **...setup (data ...**,code_debt,low_quality_code
cloudstack,2058,review,139283005,"Fix indentations if you want to remove try-catch, also add a test?",code_debt,low_quality_code
netbeans,2324,review,511329375,Using `Logger` would be more standard. See [Logging in NetBeans](http://bits.netbeans.org/dev/javadoc/org-openide-util/org/openide/util/doc-files/logging.html) document.,code_debt,low_quality_code
ignite,8048,review,480182091,Bad formatting.,code_debt,low_quality_code
brooklyn-server,835,review,142912453,"TL;DR: I agree this is fine. Below are some notes from digging around in the synchronization code.
Looking at the other synchronization blocks, `emitInternal` will synchronize on `EntityManagementSupport` instance (when it calls `getSubscriptionContext()`. It will then call `publish` which will synchronize on `LocalSubscriptionManager` instance (in `getSubscriptionsForEntitySensor`).
However, I think we can trust both the `EntityManagementSupport` and the `LocalSubscriptionManager` to not call out to alien code while holding a lock on itself. Therefore we should be safe in that respect.
The code in `AbstractEntity` and `AbstractGroupImpl` looks a bit scary, where it first gets the lock on this `values` object and then on either `abstractGroup.members` or `abstractEntity.children` (but it's kind-of understandable why it does that and how that pattern avoids it; it would just be nicer if instead we didn't call out to alient code while holding the lock on `values` - but that's a bigger discussion than for this PR):",code_debt,low_quality_code
spark,448,review,11813558,"Yeah, you are going to end up getting the same thing.  I'd say we drop this one and leave the other.  Right now it probably doesn't matter, but the other one is lazy and gives the optimizer a chance to possibly improve things before actually executing.",code_debt,low_quality_code
flink,6178,review,196555570,maybe more descriptive name than `get`.,code_debt,low_quality_code
flink,4851,review,145917513,"ad 1. - that's why I have used `StateAssignmentOperation.operatorSubtaskStateFrom`, to share this logic. I didn't want to use all of the `StateAssignmentOperation`, because it's constructor is really annoying to fulfil.
ad 2. - that's a valid concern, however writing ITCases for this might be also an overkill. And wouldn't it be to necessary to test it against every state backend, to make sure that there are no introduced quirks during (de)serialisation?",code_debt,low_quality_code
spark,16706,review,98121245,"nit: remove ""of bytes"".",code_debt,low_quality_code
airflow,5343,review,288918215,"This overall feels like it makes the code cleaner, but I do wonder if it's useful to keep this config setting (so that people can tweak the behaviour of the Airflow without _having_ to go in to the UI and change behaviours.
If we do decide to delete these two config values we should add a note to UPDATING.md about it.",code_debt,low_quality_code
systemds,740,review,172401453,use `new MatrixBlock(((ScalarObject) newOutput).getDoubleValue())` instead.,code_debt,low_quality_code
incubator-mxnet,15371,review,302817980,Get rid of dead code or un-comment to add coverage.,code_debt,dead_code
spark,5511,review,28394051,Origin code ignore the `newName`. Is this intended?,code_debt,low_quality_code
kafka,5885,review,236424422,Can we name this `transactionGenerator` for simplicity?,code_debt,low_quality_code
flink,12900,review,454415036,"Is this interface really necessary? Especially with `@PublicEvolving` annotation? How are users supposed to use it? If I understand it correctly you need it for internal operations. Moreover you need it because the `WrapperTypeInfo` is in `blink-runtime`, right?
Can't we move the `WrapperTypeInfo` to the `table-common` instead?  The class itself has no runtime dependencies. Only the factory methods need some runtime classes.",code_debt,complex_code
spark,7181,review,33755269,how is this less code? It is just a bad idea to create unnecessary state. Just move both tables into two fields in Hex object.,code_debt,complex_code
tvm,5144,review,397530214,letlist is everywhere. can you put this in some common file?,code_debt,low_quality_code
spark,25823,review,330702021,"This is a single class name, variable name should reflect that.",code_debt,low_quality_code
flink,14734,review,569501903,nit: one step further would be to store `CheckpointBrief` in `PendingCheckpoint` instead of collections. But that's probably out of scope of this PR,code_debt,low_quality_code
hive,550,review,343202348,yeah...this seems to be one place where this tablename git confusing ... :+1:,code_debt,low_quality_code
cassandra,711,review,472502571,"nit: better to do `node1.nodetoolResult(""disableautocompaction"", ""netstats_test"").asserts().success();` rather than exec into the instance.",code_debt,low_quality_code
incubator-pinot,5853,review,476001577,Recommend inline these 2 methods for readability (as the existing code). Current way is not as readable,code_debt,low_quality_code
iceberg,2167,review,571340787,"Nit: it would be nice to keep the expression on one line, wrapping after `checkArgument(`",code_debt,low_quality_code
druid,7758,review,287539672,but why did you add the space between `undefined` and `)`,code_debt,low_quality_code
spark,22154,review,234385204,"The suggested change is only for making this test suite cleaner, right? In that case I'd +1 with the suggestion of being able to clearly check we're catching the exception we know we're throwing.
Would you like to submit a PR for it?
The intent is never to actually reach the null-return, but always cause an exception to be thrown at `CodeGenerator.compile()` and abruptly return to the caller with the exception. To make the compiler happy you'll have to have some definite-returning statement to end the function, so a useless null-return would probably have to be there anyway (since the compiler can't tell you'll always be throwing an exception unless you do a throw inline)",code_debt,low_quality_code
beam,10367,review,364531963,"Yes, here:
It would be nice if we could get rid of this case somehow, because by making this optional we have to deal with the possibility of `pvalue.pipeline` being `None` throughout the code base.  I went back and forth on whether to make the arg optional or simply ignore the error in the method above, but I think I decided that the method above was a common case and thus we needed the protection against None-values throughout the code.",code_debt,low_quality_code
kafka,9007,review,454569003,"That's great point. At the moment, I think that we are not consistent about this. Some are package private and some are not. The advantage of keeping it public is that it allows to use the class in unit tests which resides in other packages.",code_debt,low_quality_code
incubator-dolphinscheduler,4896,review,584050628,keep old-style maybe better,code_debt,low_quality_code
incubator-pinot,4777,review,344013968,"try to make comparisons more specific. Since you know there are only 2 parts and parts cannot be negative, avoid the ""less than"" comparison and instead use `parts.length != 2`",code_debt,low_quality_code
ozone,1503,review,506851310,Can we reuse an existed method OzoneFSUtils#addTrailingSlashIfNeeded(keyName) instead of?,code_debt,low_quality_code
spark,28038,review,402528402,"Yes. Talking with @dbtsai he wanted to add a lock on the blocks inside of `doCleanupShuffle`, but given that the only price is duplicated messages to the executors I'm not sure its worth the overhead of keeping track of that many locks.",code_debt,low_quality_code
airflow,14219,review,584775664,"Ideally you should get the token by calling a python method directly -- by calling this endpoint you are ""retesting"" the login endpoint, which it would be better to avoid.",code_debt,low_quality_code
dubbo,4526,review,303318487,"it is a bad idea to have two *isSetter* methods, pls. consider to combine both into one single isSetter method",code_debt,low_quality_code
ignite,7851,review,430399878,"It is not correct javadoc ""list"", it should be written in HTML style like
So, it is a test though... who cares.",code_debt,low_quality_code
hudi,1274,review,370818776, I thought having all metadata constants in one place would make it simpler. This is used in reading archived commit. I can move the constant to ArchivedTimeline if you think thats a better place.,code_debt,low_quality_code
incubator-mxnet,12918,review,227170725,"Can you use something like this instead?
Otherwise it throws an uncaught exception on CPU only machines.",code_debt,low_quality_code
spark,26682,review,371318137,"it's for correctness.  to allow users to manipulate the ExecutorResourceRequests multiple times.  The original intent was all of these classes would be immutable, but that made things less user friendly so in the original PR this class got created and users are allowed to modify multiple times and they could do it from multiple threads.  It's something I missed in the original pr rework.",code_debt,low_quality_code
spark,19911,review,155335791,"@dongjoon-hyun to be clear, I think there are 2 problems:
1. The PostgresDialect indicates that `CASCADE` is enabled by default for Postgres. This isn't the case as the Postgres docs show. 
2. As you correctly mention (this is what in my previous comment), Spark doesn't use `CASCADE` at all, which, especially considering the method this PR edits, is a bit odd I think. I plan to open a different JIRA ticket for this, and add it. This will be more work, and is outside the scope of the current JIRA.",code_debt,low_quality_code
reef,1473,review,198332781,"I did -- so setting SkipMessage=null has the same effect as the SkipTestException since our version of XUnit does not support it. But I think the comment of ""// Use null to run tests"" could be a bit more explicit. This is more what I was thinking:",code_debt,low_quality_code
spark,31296,review,562868528,"This sounds a little risky to me, `A process is invoked even for empty partitions`.
This may cause a hang situation if the command is expecting input.
For example, this PR's test case is using `cat`. And, `cat | wc -l` hangs.
If we are okay, could you add a test case of empty partition to make it sure that we handle those cases?",code_debt,low_quality_code
arrow,2890,review,230019538,There's some other cruft here that ought to be removed. I'll make some additional changes and then merge this,code_debt,dead_code
druid,3570,review,87488947,"TreeMap was used in the original GroupByEngine code being moved, my goal with this PR was to create the interface and move type-specific code but not change functionality generally/target performance optimizations",code_debt,slow_algorithm
incubator-heron,1969,review,122385823,"There was an intentional optimization to reduce one  `System.nanoTime()` call per tuple execution. In the new commit this optimization is removed to simplify the reasoning. 
Now it is much easier to understand.",code_debt,complex_code
daffodil,408,review,488125346,"I think it would be more clear to just do string matching. E.g.
The regex just adds extra complexity. Same with setProperty.",code_debt,complex_code
calcite,1584,review,347069363,"BTW, this code `this.getRoot().getCluster().getMetadataQuerySupplier().get()` confused me a lot, can you please explain why we need a fresh new `RelMetadataQuery` instance here ? Couldn't we use the instance already existing there with `RelOptCluster#getMetadataQuery` ? (I have checked that almost each `isValid` case is in the `RelOptRuleCall` circle).
Even we have to got a fresh new instance here, why we just add a new interface `RelOptCluster#getMetadataQuerySupplier` just for debugging ? Can you refactor that out ?",code_debt,low_quality_code
spark,158,review,11264777,"Instead of doing this, just prevent users from creating a StorageLevel with offHeap = true and replication = 1. Add a check in the StorageLevel constructor and throw an exception if they make one. Otherwise nobody will understand why this code was added here.",code_debt,low_quality_code
spark,23943,review,264538235,"Since we don't need the old index, shall we remove the obsolete indexes?",code_debt,dead_code
flink,13135,review,475413540,"We are no longer referring to field names here. Honestly I am not sure if the point makes sense with the `KeySelector` only. The way I read this point is tells you can use field names, which we discourage nowadays.
I'd rather remove the point whatsoever.",code_debt,complex_code
spark,8744,review,39581040,`en` is unused.,code_debt,dead_code
spark,16944,review,103047268,useless import?,code_debt,low_quality_code
hudi,2127,review,499304054,we can reuse some code in this file by pulling the common structure into a helper function ?,code_debt,low_quality_code
guacamole-client,122,review,161413980,"If this is an upper limit, I would suggest something like `radius-max-retries` to make this more clear.",code_debt,low_quality_code
flink,10454,review,355092999,also useless,code_debt,complex_code
spark,15963,review,88906249,Nit: the second brace and its match are redundant,code_debt,complex_code
spark,22006,review,207876249,nit: 2 space indentation,code_debt,low_quality_code
druid,4754,review,152706384,"I think it should be computed on higher level, producing two different classes. The lambda below is capturing, i. e. it's an allocation on each iteration",code_debt,low_quality_code
flink,11403,review,392897158,nit: indent,code_debt,low_quality_code
kafka,3575,review,129764370,Nit: should we include bytes like we did `ms` for the other case?,code_debt,low_quality_code
cassandra,730,review,485793488,"this is `Class.toString` which is harder to read for arrays, so did this so I could read the output without googling =D.
primitives and objects will normally have valid string names, but arrays will be like `J[` which require knowing what that means or googling it.",code_debt,low_quality_code
camel,3171,review,324231977,Maybe this at debug. Too noisy.,code_debt,low_quality_code
airflow,1830,review,90948950,"I find the else to be more readable, but happy to drop it and the indent...",code_debt,low_quality_code
incubator-pinot,2068,review,149484084,"todo before release: 
Document this cp as what's it's doing is a little bit obscure",code_debt,low_quality_code
arrow,467,review,109291184,"There's https://github.com/apache/arrow/blob/master/cpp/cmake_modules/FindPythonLibsNew.cmake, is one or the other made redundant by the other?",code_debt,complex_code
arrow,898,review,130206222,I would prefer doing this change differently. Maybe by allowing allocator to return an empty buffer even if closed. This is because it makes bugs/issues much easier to understand than getting an NPE.,code_debt,low_quality_code
reef,1054,review,68419655,This looks 100% the same as in the local runtime. Can we reuse that code instead of duplicating it?,code_debt,duplicated_code
daffodil,291,review,348540375,"These ``_fileOS == null`` checks are kindof ugly. Thoughts on making this so this class just extends OutputStream instead of ByteArrayOutputStream, and then make it a wrapper for an output stream, which might change from ByteArrayOutputStream to FileOutputStream? I'm thinking something like:
Makes it so all the overrirde functions are basically just stream.whatever(), except for write which just calls the switch thing. Another benefit is once the switch happens, the old ByteArrayOutputStream can be garbage collected, whereas before it couldn't.",code_debt,low_quality_code
arrow,2623,review,220653441,This automatic fix isn't my favorite though I see that it is necessary to not have a braking change in the api for  ParquetDataset (with the filters argument). Perhaps though it would be better to throw an error here and have this fix in that specific case instead of allowing a wrong nesting level in all cases.,code_debt,low_quality_code
kafka,6163,review,252942686,"nit: since it's just an accessor, maybe we could drop the parenthesis?",code_debt,low_quality_code
beam,2330,review,112816993,.toString() is unnecessary,code_debt,complex_code
