project,pull_number,pull_type,id,text,classification,indicator
pulsar,5032,review,317796702,"This will require to update this file for each release which is not ideal. We could get the list of versions from `versions.json` though the maven install might take a while to complete.
Another option would be to just build the latest version and make sure we add the version tag, so that we just build 1 version (since the older docs will not change).",design_debt,non-optimal_design
incubator-mxnet,8015,review,141497578,"yes, let's worry about this later.",design_debt,non-optimal_design
kafka,764,review,50764320,"@apovzner Personally I think the timestamp should be accurate. Modifying the timestamp sounds very hacky and creates extra complexity. Please also notice that the timestamp index built by the followers will be purely depending on the timestamp in outer message of compressed messages. The followers will not even decompress the messages. If we play the trick here, the time index on follower will also be affected. 
If we want to make things right, then producer should be able to get the necessary topic configuration info from broker, either from TopicMetadataRequest or some other requests. So the producer can set the timestamp correctly to avoid server side recompression. But like you said this is a bigger change and it is unnecessary to block on that change.
I think the current solution is reasonably clean as of the moment.
Once the producer is able to get the topic configuration from broker, we can simply migrate to use that. Since everything is purely internal, the migration is very simple and transparent to users.",design_debt,non-optimal_design
samza,230,review,124421458,"@sborya I agree it is pretty convoluted how we are doing this. However, @prateekm and I have discussed this option extensively in the past when we are working on [SAMZA-1212](https://issues.apache.org/jira/browse/SAMZA-1212). 
As I explained before , it is not fully clear how to wire-in the source of the stop and cause of the stop of a streamprocessor across the components. I don't believe it is as straightforward as passing in a `Throwable`. It could work. It becomes particularly tricky for bounded jobs or jobs that decide to stop themselves using TaskCoordinator. The approach you are suggesting is equivalent to threading a needle , where we will end up passing around the state/source of the `stop` across the components' api and callbacks. 
The alternative and more straightforward solution, imo, is to clearly define a state model for each components and persist/manage the status in the streamprocessor. That way, it will make it easier for streamprocessor to take remediation steps.
We can discuss more on this. However, this PR is simply a bug-fix. We should scrutinize the refactoring/behavior of the APIs in a separate thread/JIRA. What do you think?",design_debt,non-optimal_design
spark,22847,review,228600757,"it will not be JITted; it also should not not be too small, otherwise there will be many function calls.",design_debt,non-optimal_design
spark,7626,review,35370290,Yea this is right now used by a lot of test code. Somewhat annoying to update those.,design_debt,non-optimal_design
incubator-mxnet,11502,review,200206922,Needs more explanation on what this is used for and how do users use this,documentation_debt,low_quality_documentation
beam,4185,review,153627791,Can you add a comment with an example of an actual value here?,documentation_debt,low_quality_documentation
incubator-pinot,4397,review,307084550,please add some javadoc,documentation_debt,outdated_documentation
flink,12260,review,429716465,"Could you add a short comment for this field to explain why we need this? The same to `CatalogManagerCalciteSchema`, `CatalogSchemaTable`, `DatabaseCalciteSchema`. For example:",documentation_debt,low_quality_documentation
hbase,1077,review,368823636,May be good to update doc for `hbase.coprocessor.regionserver.classes` in section `Restricting Coprocessor Usage` of cp.adoc?,documentation_debt,outdated_documentation
flink,6076,review,190841926,"+1 for getting this into the docs. I offer some grammatical improvements. Also, is it correct to describe ""operators are required to completely process a given watermark before forwarding it downstream"" as a general rule, meaning that it might have exceptions, or should we simply say ""operators are required ..."" without adding this caveat?
I changed behaviour to behavior because most of the docs seem to be using American spellings rather than English ones, but I'm not sure if we have a policy regarding this.",documentation_debt,low_quality_documentation
nifi,1553,review,103938291,Are these comments necessary?,documentation_debt,low_quality_documentation
kafka,241,review,40615287,"Typo. ""Unless the..."" Don't leave us hanging!",documentation_debt,low_quality_documentation
nifi,4369,review,452304677,Typo: configureSasToken(),documentation_debt,low_quality_documentation
incubator-mxnet,8302,review,155828922,The documentation need to be updated. Does copying from mkl-dnn array to sparse ndarray work??,documentation_debt,outdated_documentation
beam,12241,review,454528596,I would add a comment above to state the assumption. But it's minor though.,documentation_debt,low_quality_documentation
apisix,2036,review,487762501,why call `res_fun` twice?,documentation_debt,low_quality_documentation
kafka,158,review,38986690,"just to circle back here - I asked @benstopford to remove the test and doc and do it in a new PR, since they are a bit out of context here.",documentation_debt,outdated_documentation
gobblin,2788,review,351428413,typo: Gobblin config path,documentation_debt,low_quality_documentation
beam,5049,comment,379410687,"Note that this change is not Python 3 compatible since `long` was removed in Python 3.  Can you add something similar to the following?
https://github.com/apache/beam/blob/8d854d4ce0365a8e201b388618d7732f000c65b9/sdks/python/apache_beam/transforms/combiners.py#L39",code_debt,low_quality_code
airflow,3090,comment,370109428,"nit: i think line 68-70 can be removed (to avoid confusion), looks like abandoned legacy code:
thanks for fixing this!",code_debt,dead_code
storm,128,comment,45091287,"I finally made it through all of the code.  It looks good for the most part.  Just a few minor comments.  I also am wiling to maintain/support this code. I have a umber of customers who I know would be very interested in using this, so I would be on the hook for supporting it anyways :)",code_debt,low_quality_code
spark,2761,comment,58776141,"I also think, it's difficult to apply new style checker only to new codes. I cleaned up codes in origin/master for the style checker suggested in this PR.  So, if this PR is merged, then we can enforce the new style to developers and all developers have to do is to check the style of the code changed by them.",code_debt,low_quality_code
spark,9432,comment,154740151,"Oops my bad, also removed the unnecessary sbin/../ from the other tachyon paths",code_debt,complex_code
kafka,5221,comment,399157359,"here are the results on my workstation:
the update path is somewhat slower (because the update must start by 1st copying the latest snapshot and then applying the new data to the copy), but starvation is gone.
also note that metadata codepaths in general do an awful lot of copying - seems to me that converting the entire class to java (or at least making it use 100% java collections) would avoid multiple copies going to/from KafkaApi (all those toJava() calls).",code_debt,slow_algorithm
arrow,1804,comment,377119109,"I'm sorta ambivalent on the package name -- I looked at crates.io and there are some other ASF projects with packages that just use the Foo in Apache Foo. If ""arrow"" is shorter and sweeter, that's no problem",code_debt,low_quality_code
spark,1561,comment,50182962,"Looks good to me, this is definitely cleaner",code_debt,low_quality_code
activemq-artemis,3455,comment,779848243,"@michaelandrepearce this is just code cleanup. Nothing that would bring any value to a release notes...
The commit itself would be enough record of the change here.
If someone is creating a JIRA, it would be a task, as the is not an improvement, not a feature, not a bug fx.. no value on the release notes.",code_debt,low_quality_code
airflow,1435,comment,215288030,"Much thanks for the in-depth review!
Is the scenario you are worrying about (two workers running the same task instance) already possible? For example if a worker's communication with the DB gets interrupted, then the scheduler assigns the task instance to a new worker, and then the communication between the initial worker and the DB resumes.
This makes sense. I misspoke in the PR description though, SLAs should still be sent, the difference would be the SLA email would now omit task instances in the dagrun that didn't succeed for reasons other than depends_on_past not being met (e.g. a task that couldn't run because it's pool was full won't get reported in the email). I think I'm going to just include all tasks that don't have a successful status in the SLA miss email, even those stuck on depends_on_past to align with your criteria (if the task caused core_data to not be delivered by 9AM the task caused the DAG to miss it's SLA regardless of it's depends_on_past_dependency), plus is stops treating depends_on_past differently from the other dependencies like the pool being full. LMK what you think.
Agreed about the efficiency, was going to look into caching if this causes perf issues.
The newfound power of the force flag could be used instead of ignore_depends_on_past, but making ""force"" the default for every backfill could potentially be a bit dangerous as users could e.g. unintentionally force run over a large range of already successful tasks in a backfill or violate a pool constraint. If you have any ideas let me know.
Agreed about not passing in a bunch of different flags. There is actually a TODO above that part of the code in the PR to use a context parameter instead (it will be addressed in this PR).
For the flag upstream_failed I would prefer to leave the fix for another PR since it was an existing hack and the cope of this PR is already a bit dangerously large.",code_debt,low_quality_code
spark,28661,comment,635693433,"Well, I'd say it differently. A Python person may not know what a JVM stack trace means. Taking it away doesn't itself do much except shorten a big dump of output, which doesn't really simplify much. Taking away important information that perhaps someone _else_ can make sense of isn't making usage (debugging) harder. if this is only removing ""unhelpful"" stack traces from the console, I can see it.",code_debt,low_quality_code
