project,pull_number,pull_type,id,text,classification,indicator
iceberg,1793,review,553700047,Same with these other methods. Should these be primitives?,code_debt,low_quality_code
flink,13135,review,475413540,"We are no longer referring to field names here. Honestly I am not sure if the point makes sense with the `KeySelector` only. The way I read this point is tells you can use field names, which we discourage nowadays.
I'd rather remove the point whatsoever.",code_debt,complex_code
accumulo,1330,review,316892853,"Regarding this naming convention, should these be `*.bind.address` or `*.address.bind`? What do you think? `master.bind.address` reads more naturally, but `master.address.bind` supports logically grouping address-related configs in a configuration hierarchy, which can be better for parsing, and more easily incorporate future changes.
An example of a future change which could benefit from the `*.address.bind` form could include work that address an explicit public advertisement address, in the case of the bind address not being publicly reachable (in the case of more complicated networking setups, such as those on some cloud services' infrastructure):
Example:
I'm leaning towards the `<service>.address.<addressType>` naming convention, rather than the `<service>.<addressType>.address` convention that you currently have here, but am open to discussion... because naming is hard. What do you think?",code_debt,low_quality_code
spark,15237,review,90548133,"this seems a little more complicated than is really necessary for the what you're doing here.  couldn't you achieve the same thing by leaving the original code and changing the one line above the original to:
not exactly the same -- it also allows whitespace around the scheduling mode, but maybe a good thing?",code_debt,complex_code
lucene-solr,2229,review,562524364,"Would it be acceptable to reformat the code when such a demand appears, or after I'm finished with these improvements? These ""some people"" might never need to look into Hunspell code.",code_debt,low_quality_code
incubator-mxnet,15277,review,296085060,nit: add this blank line back in.,code_debt,low_quality_code
hbase,809,review,344314816,"nit: Always better to use parameterized logging for performance [1]. Here info is the default, so probably doesn't matter as much. 
[1] https://logging.apache.org/log4j/2.x/performance.html",code_debt,slow_algorithm
kafka,5885,review,236424422,Can we name this `transactionGenerator` for simplicity?,code_debt,low_quality_code
druid,10070,review,445155089,minor nit:mark return type as nullable,code_debt,low_quality_code
spark,4588,review,26089697,super nit: order. swap with import above.,code_debt,low_quality_code
spark,22960,review,231413853,I think we can just get rid of it. I can't imagine both functions are specifically broken alone in `selectExpr`.,code_debt,complex_code
spark,448,review,11813558,"Yeah, you are going to end up getting the same thing.  I'd say we drop this one and leave the other.  Right now it probably doesn't matter, but the other one is lazy and gives the optimizer a chance to possibly improve things before actually executing.",code_debt,low_quality_code
hudi,2127,review,499304054,we can reuse some code in this file by pulling the common structure into a helper function ?,code_debt,low_quality_code
flink,8446,review,285160885,"I think you are right that in order to break up the cyclic dependency we would need to decouple the `SchedulingResultPartition` from the `SchedulingExecutionVertex` (via the `ExecutionVertexID` for example).
I'm wondering how bad this cyclic dependency and the need for mutable state is, though. From a user's perspective, the existing interfaces are a bit easier and more convenient to use. On the down side, it makes the implementation a bit harder and harder to test in isolation. However, do we want to test the `Scheduling*` implementations in isolation? Moreover, you always have this problem in graph structures which have bidirectional edges or loops.",build_debt,under-declared_dependencies
spark,24807,comment,500879466,"I think the SparkSession.close() behavior is on purpose, and that's a coherent behavior (i.e. just don't shut anything down until you're done, and then everything shuts down). What's not consistent with that is maintaining some state in the session that can't be cleared. 
I think the ways forward are probably:
- A new lifecycle method like `clear()`? more user burden but at least provides _some_ means of doing cleanup without changing `close()`
- Figure out how to automatically dispose of those resources or not hold them
- Just change the behavior of session's `close()` to not shut down the context. Behavior change, yes, but perhaps less surprising than anything.
Eh, do people like @cloud-fan or @gatorsmile or @HyukjinKwon or @dongjoon-hyun have thoughts on this? I feel like reference counting is going to end in tears here eventually, but, it's not crazy",design_debt,non-optimal_design
spark,4593,comment,75540678,"I have the same concern as @dbtsai in his comment. Most consumers of this API will already be caching their dataset before the learning phase. Without user care, this will introduce effectively double caching (in terms of data size of cached RDDs) and will cause many jobs to fail after upgrading by exceeding available heap for RDD cache. Furthermore, we are making assumptions about how to cache -- in-memory only in this case. Should we parameterise this? Perhaps that will help send the message in the API that there is caching also done before learning. (FWIW, in-memory is definitely the right default choice here.)
See email thread on dev for my specific encountering of this bug: 
http://mail-archives.apache.org/mod_mbox/spark-dev/201502.mbox/%3CCAH5MZvMBjqOST-9Nr9k1z1rUODfSiczr_fV9kwqDFqAMNLC2Zw%40mail.gmail.com%3E",design_debt,non-optimal_design
spark,15148,comment,259376702,"I tend to agree that the terminology used here is a little confusing, and doesn't seem to match up with the ""general"" terminology (I use that term loosely however).
In my dealings with LSH, I too have tended to come across the version that @sethah mentions (and @karlhigley's package, and others such as https://github.com/marufaytekin/lsh-spark, implement). that is, each input vector is hashed into `L` ""tables"" of hash signatures of ""length"" or ""dimension"" `d`. Each hash signature is created by concatenating the result of applying `d` ""hash functions"".
I agree what's effectively implemented here is `L = outputDim` and `d=1`. What I find a bit troubling is that it is done ""implicitly"", as part of the `hashDistance` function. Without knowing that is what is happening, it is not clear to a new user - coming from other common LSH implementations - that `outputDim` is not the ""number of hash functions"" or ""length of the hash signatures"" but actually the ""number of hash tables"".
In terms of `transform` - I disagree somewhat that the main use case is ""dimensionality reduction"". Perhaps there are common examples of using the hash signatures as a lower-dim representation as a feature in some model (e.g. in a similar way to say a PCA transform), but I haven't seen that. In my view, the real use case is the approximate nearest neighbour search.
I'll give a concrete example for the `transform` output. Let's say I want to export recommendation model factor vectors (from ALS), or Word2Vec vectors, etc, to a real-time scoring system. I have many items, so I'd like to use LSH to make my scoring feasible. I do this by effectively doing a real-time version of OR-amplification. I store the hash tables (`L` tables of `d` hash signatures) with my vectors. When doing ""similar items"" for a given item, I retrieve the hash sigs of the query item, and use these to filter down the candidate item set for my scoring. This is in fact something I'm working on in a demo project currently. So if we will support the OR/AND combo, then it will be very important to output the full `L x d` set of hash sigs in `transform`.
My recommendation is: 
1. future proof the API by returning `Array[Vector]` in `transform` (as mentioned above by others);
2. we need to update the docs / user guide to make it really clear what the implementation is doing;
3. I think we need to make it clear that the implied `d` value here is `1` - we can mention that AND amplification will be implemented later and perhaps even link to a JIRA.
4. rename `outputDim` to something like `numHashTables`.
5. when we add AND-amp, we can add the parameter `hashSignatureLength` or `numHashFunctions`.
6. make as much private as possible to avoid being stuck with any implementation detail in future releases (e.g. I also don't see why `randUnitVectors` or `randCoefficients` needs to be public).
One issue I have is that currently we would output a `1 x L` set of hash values. But it actually should be `L x 1` i.e. a set of signatures of length `1`. I guess we can leave it as is, but document what the output actually is.
I believe we should support OR/AND in future. If so, then to me many things need to change - `hashFunction`, `hashDistance` etc will need to be refactored. Most of the implementation is private/protected so I think it will be ok. Let's just ensure we're not left with an API that we can't change in future. Setting `L` and `d=1` must then yield the same result as current impl to avoid a behavior change (I guess this will be ok since current default for `L` is `1`, and we can make the default for `d` when added also `1`).
Finally, my understanding was results from some performance testing would be posted. I don't believe we've seen this yet.",design_debt,non-optimal_design
fineract,1458,comment,718052221,"I just feel increasing timeouts won't cut it. Doesn't sound like a real solution. Unfortunately, I don't understand much about schedular jobs to have a proper say in this but I think we have some performance issues. Need to figure out how to deal with that.",design_debt,non-optimal_design
flink,938,comment,125751865,"Out of curiosity: why was it failing sometimes on Travis and not locally? And how did you discover this? From the program level logs?
Another thing that came to my mind: in the long run, do we need a more complex way of configuring the retry policy? In my understanding, the number of retries is fixed. I can see an issue for very long run programs, which fail once in a while, but operate normally most of the time -- then at some point they will fail because of the fixed number of retries.",design_debt,non-optimal_design
superset,5445,comment,457472346,"This PR fell in a crack. Let's revive it. Seems like the long term solution is not using WTForms at all as we rip out more of the MVC and FAB scaffolding over time.
So I get the `NULL` vs `''` problem with unique constraints not applying properly, but other than that, does it affect users directly? I'm guessing it may affect the filtering functionality in the CRUD list view UI?",design_debt,non-optimal_design
incubator-mxnet,3781,comment,260116824,@sxjscience Yeah this will cut out a lot of code in our framework that were just there to redundantly track tensor dims for the purposes of feeding them to Reshape layer. I'm very excited about this. A small increase in (optional) complexity in Reshape layer pays off with a large decrease in complexity in our framework code.,design_debt,non-optimal_design
parquet-mr,808,comment,672774756,"@shangxinli,
If we will agree on the extending of the schema with metadata is a good idea and as you said the serialization/deserialization is also required we need to change the format first. The schema objects in parquet-mr are only exist in the parquet-mr runtime. To have them serialized we need to convert this object structure to the thrift object structure defined in the format. If we don't have the new metatdata fields in the format we cannot serialize/deserialize them. So it is a much bigger topic. Also, I'd like to see this feature separated from the encryption as it would be general approach for storing metadata in the schema. Meanwhile, I am not convinced that we need to have such extension.
About the namespace prefix etc. I don't agree this is not user friendly. That's why I've suggested to implement a helper API so the user doesn't need to deal with the conf keys (and values) directly. 
@ggershinsky,
I don't agree we cannot have a meeting about this topic in terms of transparency. What we have to do is to document here about what we have discussed and what are the conclusions. Meanwhile, I am not sure if a meeting would help but I am happy to participate if anyone thinks otherwise.
Also, if we think we are getting stuck with this issue I would suggest involving other members of the community. Maybe draw their attention on the dev list about this PR or bring up the topic on the next parquet sync.",design_debt,non-optimal_design
activemq-artemis,2012,comment,380818801,"As noted my biggest concern is that message refs need to be as light as humanly possible as they’re all in memory and affects greatly the scaling.
I would personally prefer the refactor if needed, than take this hit. 
Especially as this is only needed by someone wanting to use this in a plugin. Which means everyone else has to suffer",design_debt,non-optimal_design
spark,1541,comment,49855865,"Instead of a ConcurrentHashMap, we should actually move it to a disk backed Map - the cleanup of this datastructure is painful - which it can become extremely large; particularly for iterative algo's.
Fortunately, most cases, we just need the last few entries - and so LRU scheme by most disk backed map's work beautifully.
We have been using mapdb for this in MapOutputTrackerWorker  - and it has worked beautifully.
@rxin might be particularly interested since he is looking into reduce memory footprint of spark
CC @mateiz - this is what I had mentioned about earlier.",design_debt,non-optimal_design
hawq,1321,summary,0,"Rewrite the tuple construct and consume work flow to improve the read and write performance in pluggable storage framework. To be specific, it uses virtual tuple in tuple table slot instead of heap tuple between storage and executor to avoid tuple data copy during query processing.
@huor @jiny2",code_debt,slow_algorithm
trafficserver,347,summary,0,TS-4038: Redundant `isdigit(b)` in `LogFormat::parse_escape_string,code_debt,complex_code
parquet-mr,227,summary,0,PARQUET-318: Remove unnecessary object mapper,code_debt,complex_code
tvm,1905,summary,0,[Relay][Test] remove redundant test cases in test_op_level4.py,code_debt,dead_code
spark,9682,summary,0,[SPARK-11719] [ML] Remove duplicate DecisionTreeExample under examples/ml,code_debt,duplicated_code
kafka,2937,summary,0,Also add tests and a few clean-ups.,code_debt,low_quality_code
spark,25048,review,300427664,"Thank you for investigating this, @HeartSaVioR .
The original logic looks not safe. Do you think if there is any other better way?",requirement_debt,non-functional_requirements_not_fully_satisfied
flink,14084,review,554882968,"Just not supported yet, the type TIME_STAMP_WITH_LOCAL_TIME_ZONE is rarely used. But I think we should both support them in this version.",requirement_debt,requirement_partially_implemented
incubator-doris,4925,review,528201502,I think `DEL_NOT_SATISFIED` is more safe. Or you'd better change DCHECK to CHECK,requirement_debt,non-functional_requirements_not_fully_satisfied
spark,31905,comment,811106021,"Regarding your questions:
Can you provide a common streaming use case where a non-event-base processing of metrics is useful? The `Observation` proposes a ""get me the metrics"" API that hides listeners and multi-threading. In streaming context, there are no finite metrics.
Can you elaborate on this, please? Do you mean an async `get`? Can you provide some pseudo-code on how to use the metrics async.
It is not thread-safe in a scenario where the action on the observed dataset is called in a different thread than where the metrics are retrieved. I'd say such a multi-thread driver process is not the general use case for batch processing. Even if, the proposed `Observation` API aims at hiding multi-threading complexity so that users can use `Dataset.observe` in single-threaded scenarios. Users that are experience with multi-threading have no problem in using the existing listeners approach. They are not the target user of this extension.
Agreed.",requirement_debt,non-functional_requirements_not_fully_satisfied
tomee,713,comment,734780620,"I gave it a try at https://github.com/rzo1/tomee/tree/TOMEE-2324-v2 but I am quite unsure if this is what we were talking about. Consequently, I dropped some FIXME/TODO questions.
For this reason, I didn't open a related (new) PR yet. Maybe you can have a look at it?",requirement_debt,requirement_partially_implemented
flink,10388,comment,561631987,"Thank for the PR @HuangZhenQiu , the PR overall looks good, can you also add the cases for Blink planner ? Even though the code path looks the same, we still need the tests to make sure the logic works correctly.",test_debt,lack_of_tests
cloudstack,1572,comment,253562333,"1. the current set of integration tests doesnt test the new functionality added in this PR. Its merely a check to see nothing else is broken.
2. when did we freeze? I skimmed through the mails didnt see anything about master frozen. I do not see any blocker defects for 4.10.0.0. The latest understanding I have is anybody can merge with required code LGTMs and a BVT run.
3. Which smoke tests are broken? Is it you environment issue you are talking about? If not, are these new or did we release 4.9.0 with these broken tests/features?",test_debt,lack_of_tests
incubator-mxnet,17808,comment,605590914,"We can get rid of WIN_GPU_MKLDNN tests altogether but that still leaves us with the flakiness of WIN_GPU as can be seen in these builds
For roughly same code of this PR & same windows AMI, below are the results so far
WIN_GPU | WIN_GPU_MKLDNN | Build Number | Link
-- | -- | -- | -- |
✖︎| ✔︎|15 | http://jenkins.mxnet-ci.amazon-ml.com/blue/organizations/jenkins/mxnet-validation%2Fwindows-gpu/detail/PR-17808/15/pipeline
✖︎| ✔︎| 14 | http://jenkins.mxnet-ci.amazon-ml.com/blue/organizations/jenkins/mxnet-validation%2Fwindows-gpu/detail/PR-17808/14/pipeline
✔︎|✔︎| 12 | http://jenkins.mxnet-ci.amazon-ml.com/blue/organizations/jenkins/mxnet-validation%2Fwindows-gpu/detail/PR-17808/12/pipeline
✔︎| ✖︎| 13 | http://jenkins.mxnet-ci.amazon-ml.com/blue/organizations/jenkins/mxnet-validation%2Fwindows-gpu/detail/PR-17808/13/pipeline
Ofcourse your tests on local have a different story to tell...",test_debt,flaky_test
kafka,6234,comment,462503916,"ping. it'd be good to get this in since it'll help with debugging tests that flake pretty consistently on jenkins (though we may also need some follow up to turn up logging output during tests, I think a bunch of modules don't even have logging turned on).",test_debt,flaky_test
geode,4189,comment,544634796,"CI is failing due to flaky test, for which I created ticket GEODE-7319, and proposed solution.",test_debt,flaky_test
incubator-mxnet,12768,comment,428218284,"See my comment in the issue, were you able to reproduce? Do you have some evidence to declare it as a flaky test?  Unless there's more data I would be against disabling this test with the information that we have so far to prevent lowering the quality bar.",test_debt,flaky_test
zookeeper,1614,comment,785912733,"using the link on the failed GitHub CI job (the one with label ""Details""), you can select ""Rerun Jobs"". But that would re-run all GitHub based CI jobs for this PR, and that potentially can cause more flaky tests. So I think this is good enough.",test_debt,flaky_test
spark,9297,review,46203981,"Also, is the only purpose of `sqlListener` to prevent multiple listeners from being created at the same time? If so, I think it would be better to use an AtomicBoolean so that we don't create another strong reference to a SQLListener, which might have a lot of internal state that could lead to memory leaks.",design_debt,non-optimal_design
spark,2907,review,19663363,Thanks for the much better solution. That works just fine.,design_debt,non-optimal_design
pulsar,43,review,80817924,"Here, to avoid creation of new ByteBuf we modify same DoubleByteBuf of the message with newly computed checksum.
However, while message creation if we see memory-leak then we create `SimpleLeakAwareByteBuf` or `AdvancedLeakAwareByteBuf` (based on `ResourceLeak Level`) instead   `DoubleByteBuf`. So, should we keep this check.",design_debt,non-optimal_design
beam,6981,review,233161421,"Regarding the operator as a whole and as discussed in the past, constraints are mostly inherited and would need to be addressed by refactoring the base. I'm not sure about the timing for this though, if it should wait until legacy runner goes away (there is still significant work for portable runner to become adequate replacement for Java pipelines).",design_debt,non-optimal_design
kafka,8105,review,379594069,When are we removing the entry upon task closure? If it never cleans up we could potentially have an ever-growing map.,design_debt,non-optimal_design
arrow,9626,review,587325457,"Does this mean that conversion could give the wrong results (in addition to being leaky)? If so, can you add a test showcasing that? (I believe you need the different chunks to be unequal...).",design_debt,non-optimal_design
activemq-artemis,2427,review,232558150,"It may have them from legacy someone put it there, but if you were designing a collections class, you'd design it in a fashion so it focussed just on the logic it needs to have. And any interaction needed is supplied generically, e.g. for your case, you;d need generic method: remove(Predicate<SimpleString> predicate). This is a collection class in reality so i apply the same rules of engagement..
If anything that field, the flag and the method check hasInternalProperties really should move up to CoreMessage, as its only used there. Doing that would mean you can still get your benefit as then the check stays in CoreMessage. 
This would really clean up TypedProperties to just having fields it really should only care for, keeping it clean.",design_debt,non-optimal_design
trafodion,644,review,73953757,Doesn't look like columnReference is used after this. Is this a memory leak?,design_debt,non-optimal_design
kafka,9318,review,495932581,"This check makes sure the code always stays in sync. However, if we can make great code reviews (like yours), this static check should be unnecessary :)
I will remove this painful check (to me also) in next commit.",design_debt,non-optimal_design
spark,9399,review,43590281,Let's add a comment?,documentation_debt,outdated_documentation
gobblin,2656,review,292076607,"The reason is I get rid of `this.dags.get(dagId);` and there's no reference to a `dag` associated with this `dagId`. So clean up has to happen before `remove`, or `dag` object won't be fetched. 
Will add comment to make it clear",documentation_debt,outdated_documentation
superset,8867,review,360617020,"It's not super clear here what this does or why you'd want to use this config element. I had to read a bit of code to understand it.
Then add a proper example with type annotation",documentation_debt,low_quality_documentation
kafka,386,review,43579299,"Rep @onurkaraman : `removeGroup` should always be guarded by the group lock inside the `GroupCoordinator`, while `getGroup` and `addGroup` are not since the group object is not available yet. I will make that more clear in the comments.
Rep @junrao : ack.",documentation_debt,low_quality_documentation
spark,20303,review,249798529,"I can answer that myself, the countdown stuff is useful to figure out if the computation has completed. Please add some doc here.",documentation_debt,outdated_documentation
calcite,782,review,209381477,"``
// below might change the type of the call (e.g. from nullable to non-nullable)
// however simplify(..) is allowed to return node with different type
// if the type should match, then `simplifyPreservingType` should be used",documentation_debt,low_quality_documentation
spark,29104,review,459576703,"nit: Should we add a comment here that lookupKey contains only a single column ? It will make understanding ""allNull"" easier.",documentation_debt,low_quality_documentation
couchdb,3015,review,488882226,"It was carried over from the old couch_replicator_scheduler_job.erl and then from couch_replicator.erl 
https://github.com/apache/couchdb-couch-replicator/commit/b48d7bdc49d107f33d96f08603006a1c9edc322f#diff-ba1cca81bdc216835256f72cc6a72fa5R374
Beyond that not sure about its origin. Technically it is possible, say, for a couch_replicator_auth plugin to link to a process that then exit normally so we end up in this part of the code and it won't be a worker, changes reader or any other known process in this module. So perhaps we should change to a comment indicating that instead of leaving the commented code in there?",documentation_debt,low_quality_documentation
nifi,4303,review,432322027,"This looks a little strange to my be retrospect, but the documentation says “To reduce the amount of time admins spend on authorization management, policies are inherited from parent resource to child resource”, so I think in practice the case where you cannot access the process group but you can access a resource within should not happen.",documentation_debt,low_quality_documentation
hive,2111,review,607667423,"Since it's a new interface method, can you add some javadoc please?",documentation_debt,outdated_documentation
hudi,2106,review,503737912,"please keep this javadoc to be just about the preCombine() method, without any context from this PR;s scenarios.",documentation_debt,low_quality_documentation
hadoop,575,review,264257746,"""if the stream is not in state Open"" would be clearer.",documentation_debt,low_quality_documentation
beam,6676,review,233138480,"Looks like doc was outdated, corrected it, batchSize controls elements used in batch INSERT SQL, i.e INSERT INTO t(a, b, c) VALUES(x1, y1, z1), ..., (xN, yN, yN); Batching can speed up loading data greatly, but not all SQL database may support it, so controlling batch size gives some lever for various SQL vendors.",documentation_debt,outdated_documentation
